orig_index,true_label,prob_pos,pred_label
279,0,0.11979550213578327,0
57,0,0.19779703704190058,0
637,0,0.24159202772823118,0
7,1,0.6731556112737783,1
340,1,0.5922688933098453,1
403,0,0.11827483249981711,0
364,1,0.6732569266199863,1
86,0,0.3873300712117979,0
300,0,0.41260998686078637,0
598,0,0.3840208919142227,0
330,0,0.5884152581536792,1
332,1,0.3246788380670531,0
11,1,0.49614031388565544,0
79,0,0.3452705078427309,0
491,1,0.8597890321229,1
573,1,0.8110979661836509,1
596,1,0.7821873459478947,1
390,1,0.7364249033579254,1
664,0,0.15861674970290254,0
659,0,0.5511150553766743,1
188,1,0.8975160685678656,1
552,1,0.5908757849617466,1
82,1,0.9170015813358002,1
253,1,0.6315605105709362,1
662,0,0.28895994846561934,0
675,1,0.7571745663360882,1
407,0,0.5828686600790246,1
489,0,0.4859657692725341,0
558,1,0.2381064241610923,0
565,1,0.5450658309836949,1
133,1,0.7324558795157058,1
611,1,0.6052822299970388,1
248,0,0.2033396745454108,0
47,0,0.4672404039813172,0
523,0,0.39480752694447413,0
472,0,0.37229449373495993,0
421,1,0.4557455557958807,0
576,0,0.2904688934360847,0
702,0,0.5176312129551154,1
506,1,0.47118346742999967,0
226,0,0.7537132072708782,1
711,1,0.218863204215323,0
124,0,0.4852633322174789,0
219,0,0.351930519035136,0
642,0,0.08723937411029965,0
259,0,0.2229580820382343,0
241,0,0.5077970618565103,1
399,1,0.6281269634514237,1
481,0,0.18590856817458365,0
151,1,0.670567230002908,1
612,1,0.7163964974228881,1
135,1,0.6629901593768052,1
614,0,0.16628748477496894,0
164,1,0.717703576129824,1
249,1,0.5926013086249688,1
239,1,0.386504076680764,0
295,1,0.7083985535000711,1
467,1,0.6615556998987353,1
641,1,0.8604704147253882,1
302,0,0.33449003719494597,0
672,0,0.5420840315672677,1
235,1,0.8394550253388086,1
128,1,0.6564272689318139,1
127,0,0.73888097574202,1
100,1,0.4030714259325177,0
648,1,0.6573635830687333,1
290,0,0.524433717276994,1
430,0,0.3558484149811136,0
405,0,0.49599662668841876,0
208,0,0.38975759709488006,0
209,1,0.7389131681563796,1
158,0,0.21939760950964474,0
325,1,0.897769818120394,1
681,1,0.6790190510344156,1
213,1,0.7316395969316242,1
569,1,0.6021653274676715,1
551,0,0.45647686543038163,0
449,1,0.6440645997431083,1
203,0,0.29050313712298964,0
198,0,0.6094182329210431,1
431,0,0.4262570205879112,0
478,1,0.9379189464762283,1
345,0,0.22282737080384654,0
385,1,0.868506018899625,1
646,1,0.554459514544804,1
669,1,0.5506989911832053,1
486,1,0.6743370751074468,1
586,0,0.36815458849102045,0
402,1,0.6567663255919495,1
141,1,0.4054308214174915,0
582,0,0.0757077479269122,0
255,0,0.35104179622170584,0
14,1,0.7238415138098943,1
680,1,0.5314974406086316,1
665,1,0.8896307550397088,1
413,0,0.20711399853613136,0
525,0,0.4386500952035806,0
59,0,0.5020313668807269,1
498,1,0.6942316076097308,1
695,1,0.8606609039710458,1
627,0,0.25159412163379785,0
351,0,0.28530785269136105,0
624,0,0.21292225575407553,0
597,0,0.6686928449885569,1
580,1,0.6384498219689773,1
541,1,0.48003254461152567,0
406,0,0.3728233233771981,0
46,1,0.9125607410600972,1
663,1,0.42434956511543076,0
317,0,0.7824562053055554,1
34,0,0.26744353934043513,0
391,0,0.21356937567801515,0
121,1,0.9411460990960051,1
673,1,0.6310279683879718,1
