orig_index,true_label,prob_pos,pred_label
136,1,0.7955948111507944,1
144,0,0.4823059252454417,0
691,1,0.7019165701575607,1
152,1,0.8717005150083086,1
475,1,0.641371808531768,1
511,1,0.13962362549627652,0
699,1,0.9244591890590819,1
601,0,0.1795712894078601,0
508,0,0.7850134900731957,1
0,0,0.6972331529312286,1
212,0,0.19605344665453575,0
515,0,0.5683701026197906,1
501,0,0.3823964222284101,0
246,0,0.7274835850248085,1
417,1,0.508010788008793,1
163,1,0.5,1
530,0,0.21120421670677303,0
625,0,0.011119185710332062,0
631,0,0.534271088298997,1
482,1,0.5839343308926516,1
134,1,0.9290180006702796,1
343,0,0.7109635978461052,1
410,1,0.7734315472501834,1
546,0,0.24293455996171803,0
242,0,0.1909580630547771,0
535,0,0.7392881943442043,1
244,0,0.04442388703575294,0
622,0,0.8261506009463728,1
91,0,0.447292043970575,0
557,1,0.37207177469612673,0
15,0,0.5623172469939621,1
88,1,0.6482928236221926,1
358,1,0.8002709543679434,1
140,0,0.5909272559428738,1
66,1,0.32199995821756716,0
422,1,0.2640118745563441,0
577,0,0.5191862719250747,1
566,1,0.1299729454402509,0
560,1,0.9666188265805943,1
262,1,0.3633322675864632,0
394,1,0.8392578642206986,1
451,1,0.39041732153503156,0
705,0,0.3632987002139808,0
395,1,0.8582237769763373,1
384,0,0.10979405365155259,0
118,1,0.3655060023777078,0
27,0,0.2751359903669762,0
252,1,0.42102738822181585,0
567,1,0.33500685795185914,0
499,1,0.8870617428262532,1
559,1,0.8204384972320361,1
312,1,0.7889129303472288,1
286,0,0.18251679068006868,0
370,1,0.7180283702624873,1
613,1,0.5333232453464604,1
610,1,0.8291676909687213,1
521,1,0.6921766392606127,1
170,0,0.5814971060787912,1
533,1,0.5361301484078759,1
69,1,0.5829455074477533,1
346,0,0.7854339889704206,1
52,0,0.26764671668286516,0
514,1,0.5920989989592067,1
458,0,0.42005397938343514,0
142,1,0.6078117111324363,1
710,1,0.9376336949076239,1
250,0,0.05742649376739229,0
172,0,0.5397779308290854,1
477,1,0.6428460943615718,1
115,0,0.6062854635540792,1
264,0,0.07671597895320738,0
640,1,0.8853743989725158,1
333,0,0.2611636107622939,0
138,0,0.008932631832139598,0
605,1,0.6921328634540018,1
647,1,0.2761129885925171,0
167,0,0.24755663590999363,0
303,0,0.4194822464093656,0
494,0,0.7837911938767174,1
537,1,0.7815072887319136,1
379,1,0.6912468708000559,1
297,1,0.8757167382031996,1
534,1,0.29781477969434006,0
653,0,0.37972730222129114,0
455,1,0.39523806385845095,0
344,1,0.569270146592667,1
509,1,0.3616854223359399,0
581,0,0.1070210635521688,0
21,0,0.3794655105988878,0
470,0,0.9553974393081298,1
296,0,0.24988444438550228,0
318,0,0.4814202180921536,0
92,1,0.3464075726664391,0
161,1,0.6972981823423284,1
602,0,0.45137970497388635,0
568,1,0.8633606375482896,1
174,1,0.2798550346961869,0
87,1,0.8708416470430401,1
184,0,0.41296514922334515,0
180,1,0.3659030200047049,0
4,0,0.4596496696817142,0
704,0,0.2864443461722411,0
543,0,0.5198647193529176,1
145,0,0.14535452583187988,0
497,1,0.7636100442035882,1
123,0,0.16320164647428534,0
689,1,0.7543427756761684,1
222,1,0.8254617404378769,1
661,1,0.8227167993198686,1
311,0,0.5465042604052158,1
18,0,0.5308142646859579,1
412,0,0.5,1
620,1,0.7330642059210503,1
304,0,0.2565599688104038,0
